"Date Visited","Agency","Site ID","Service Center","Site Address","Borough","Secret Shopper Language","Interaction with Security Guards","Interaction with Reception Staff","Interaction with Frontline Staff","Does Facility have signs posted notifying clients 
to the right of interpretation services?","Languages in which the facility has translated signs relating to service being provided","Languages in which the facility has translated documents","Method in which interpretation was made available","Time spent waiting for an interpreter after speaking to staff member","Did the Secret Shopper receive the information or service asked for?","Postcode","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)"
"06/18/2014","DPR","DPR-M-09","Recreation Center 54","348 E 54th St.","Manhattan","Spanish","Excellent",,"Excellent","Yes",,"One or more languages (specific language not recorded)","Bilingual staff","5 minutes or less","Yes","10022","40.756882","-73.965536","106","4","1039840","1013460032","98","MN0604"
"06/18/2014","DPR","DPR-M-23","Asser Levy Recreation Center","392 Asser Levy  Pl.","Manhattan","Nepali","Fair",,"Good","No",,"None","None","N/A","No","10010","40.736137","-73.976159","106","4","1022552","1009810002","62","MN0603"
"06/18/2014","DPR","DPR-M-03","Hamilton Fish Recreation Center","128 Pitt St.","Manhattan","Nepali","N/A",,"Excellent","Yes",,"One or more languages (specific language not recorded)","Language Line","5-10 minutes","Yes","10002","40.719854","-73.981721","103","2","1081934","1003400001","2201","MN0302"
"06/18/2014","HRA","HRA-Q-02","Office of Child Support","151-20 Jamaica Ave. Fl. 4","Queens","Chinese","Excellent",,"Good","Yes",,"Spanish","None",">30 minutes","No","11432","40.702499","-73.803109","412","27","4438731","4100930001","240","QN1201"
"06/18/2014","SBS","SBS-Q-03","Workforce1 Sector-Based Career Center","168-46 91st Ave.","Queens","French","N/A",,"Excellent","Yes",,"None","Bilingual staff","5 minutes or less","Yes","11432","40.70742","-73.792169","412","27","4209641","4097990001","460","QN1201"
"06/23/2014","DOE","DOE-K-09","Student Enrollment","1010 Lafayette","Brooklyn","Chinese","Excellent",,"Excellent","Yes",,"None","Language Line","5 minutes or less","Yes",,,,,,,,,
"06/23/2014","DPR","DPR-K-06","Herbert Von King Cultural Arts Recreation Center","670 Lafayette Ave","Brooklyn","French","N/A",,"Fair","Yes",,"None","None","N/A","No","11216","40.690394","-73.946769","303","36","3049973","3017900001","263","BK0301"
"06/23/2014","HRA","HRA-K-14","Williamsburg SNAP","30 Thornton St.","Brooklyn","French","N/A",,"Fair","Yes",,"One or more languages (specific language not recorded)","None","N/A","Yes","11206","40.701103","-73.94354","301","33","3061504","3022760012","507","BK0103"
"06/23/2014","HRA","HRA-K-15","Bushwick Job Center","30 Thornton St.","Brooklyn","Chinese","N/A",,"Excellent","Yes",,"One or more languages (specific language not recorded)","None","N/A","Yes","11206","40.701103","-73.94354","301","33","3061504","3022760012","507","BK0103"
"06/23/2014","HRA","HRA-K-26","North Brooklyn SNAP","500 Dekalb Ave.","Brooklyn","French","N/A",,"Fair","Yes",,"French","None","N/A","Yes","11205","40.690758","-73.956635","303","36","3055395","3019410020","233","BK0301"
"07/16/2018","DOF","DOF-K-01","Brooklyn Business Center","210 Joralemon, Floor 1","Brooklyn","Chinese","N/A","Fair","N/A","Yes","10 designated citywide languages",,"Other","5 minutes or less",,,,,,,,,,
"06/23/2014","HRA","HRA-K-27","Dekalb Job Center","500 Dekalb Ave.","Brooklyn","Chinese","N/A",,"Excellent","Yes",,"One or more languages (specific language not recorded)","None","N/A","Yes","11205","40.690758","-73.956635","303","36","3055395","3019410020","233","BK0301"
"06/23/2014","NYCHA","NHA-K-09","Brooklyn/Staten Island Customer Contact Center","787 Atlantic Ave.","Brooklyn","Chinese","Excellent",,"Excellent","No",,"Chinese","None","5 minutes or less","Yes","11238","40.681945","-73.968351","302","35","3335094","3020090001","199","BK0204"
"06/24/2014","DOE","DOE-K-10","Student Enrollment","1224 Park Pl","Brooklyn","Chinese","Good",,"Excellent","No",,"One or more languages (specific language not recorded)","Bilingual staff","5-10 minutes","Yes","11213","40.672713","-73.936924","308","36","3036405","3013700029","343","BK0802"
"06/24/2014","DOE","DOE-K-07","Student Enrollment","355 Park Pl","Brooklyn","Chinese","Good",,"N/A","N/A",,"None","None","N/A","No","11238","40.676068","-73.965708","308","35","3028862","3011600001","205","BK0801"
"06/24/2014","DOHMH","DOH-K-01","STD Services","1218 Prospect Pl","Brooklyn","Chinese","N/A",,"Fair","Yes",,"One or more languages (specific language not recorded)","Language Line","5 minutes or less","No","11213","40.67353","-73.935845","308","36","3036147","3013650009","345","BK0802"
"06/24/2014","DPR","DPR-K-01","St. John's Recreation Center","1251 Prospect Pl.","Brooklyn","French","N/A",,"Good","Yes",,"None","None","N/A","No","11213","40.673488","-73.9348","308","36","3393257","3013530001","345","BK0802"
"06/24/2014","HRA","HRA-K-10","Fort Greene Food Stamps","275 Bergen","Brooklyn","French","N/A",,"Excellent","Yes",,"One or more languages (specific language not recorded)","Language Line","5 minutes or less","Yes",,,,,,,,,
"06/24/2014","HRA","HRA-K-20","Boerum Hill Medicaid Office","35 4th Ave.","Brooklyn","French","N/A",,"Excellent","Yes",,"None","Bilingual staff","5 minutes or less","Yes","11217","40.683419","-73.97898","306","39","3000000","3009280001","12901","BK0602"
"06/25/2014","DOB","DOB-K-01","Brooklyn Borough Office","210 Joralemon Street","Brooklyn","Spanish","N/A",,"Excellent","Yes","None","One or more languages (specific language not recorded)","Bilingual staff","5 minutes or less","Yes","11201","40.692459","-73.990491","302","33","3002558","3002667501","9","BK0201"
"06/25/2014","DOE","DOE-K-01","Student Enrollment","131 Livingston","Brooklyn","Chinese","Excellent",,"Excellent","No",,"Spanish","Language Line","5 minutes or less","Yes",,,,,,,,,
"06/25/2014","DOHMH","DOH-K-04","Brooklyn Early Intervention Office","16 Court St.","Brooklyn","French","N/A",,"Excellent","Yes",,"None","Bilingual staff","5 minutes or less","Yes","11241","40.693445","-73.990577","302","33","3002108","3002500044","9","BK0201"
"06/25/2014","ENDGBDV","MYR-K-01","NYC Family Justice Center","350 Jay St.","Brooklyn","Chinese","Excellent",,"Excellent","Yes",,"One or more languages (specific language not recorded)","None","N/A","No","11201","40.69351","-73.987249","302","33","3000259","3001407501","11","BK0202"
"06/25/2014","HRA","HRA-K-07","Burial Claims Unit","25 Chapel St. Fl. 6","Brooklyn","Spanish","N/A",,"Excellent","Yes",,"One or more languages (specific language not recorded)","Bilingual staff","5 minutes or less","Yes","11201","40.697254","-73.986015","302","33","3335884","3001180006","13","BK0202"
"06/25/2014","HRA","HRA-K-19","Office of Child Support Enforcement - King County","330 Jay St. Fl. 6","Brooklyn","Chinese","Fair",,"Good","No",,"None","None","N/A","No","11201","40.694495","-73.987198","302","33","3347736","3001407502","11","BK0202"
"06/25/2014","HRA","HRA-K-22","Kings County Hospital Medicaid Office","451 Clarkson Ave.","Brooklyn","French","N/A",,"Poor","Yes",,"One or more languages (specific language not recorded)","None","N/A","Yes","11203","40.65576","-73.944602","309","40","3327711","3048290001","808","BK0902"
"06/25/2014","HRA","HRA-K-25","Office of Child Support Enforcement Brooklyn Borough Office","1 Metrotech Center Fl. 6","Brooklyn","Chinese","Excellent",,"Excellent","Yes",,"None","Language Line","5-10 minutes","Yes","11201","40.693463","-73.987227","302","33","3319418","3001470004","11","BK0202"
"06/25/2014","HRA","HRA-K-36","Michael J. Handy  Veteran Job Center","25 Chapel St. Fl. 6","Brooklyn","French","N/A",,"Poor","Yes",,"None","None","N/A","No","11201","40.697254","-73.986015","302","33","3335884","3001180006","13","BK0202"
"06/26/2014","HRA","HRA-M-25","Washington Heights SNAP","4055 10th Ave.","Manhattan","French","N/A",,"Poor","Yes",,"Spanish","None","Translation not provided","No","10034","40.870388","-73.914561","112","10","1064513","1022130001","299","MN1203"
"06/26/2014","HRA","HRA-M-26","Dyckman Job Center","4055 10th Ave.","Manhattan","Hindi","Excellent",,"Fair","Yes",,"None","Language Line","10-30 minutes","Yes","10034","40.870388","-73.914561","112","10","1064513","1022130001","299","MN1203"
"06/26/2014","HRA","HRA-M-35","Manhattanville Community Medicaid Office","520-530 W 135th St.","Manhattan","Tibetan & Nepali","Excellent",,"Fair","Yes",,"None","Bilingual staff","10-30 minutes","Yes","10031","40.819265","-73.953014","109","7","1059778","1019880053","22301","MN0902"
"06/26/2014","SBS","SBS-M-06","NYC Business Solution Center","560 W 181st St.","Manhattan","Tibetan & Nepali","N/A",,"Poor","No",,"None","Told to bring someone who can translate","N/A","No","10033","40.848992","-73.932965","112","10","1081875","1021530081","269","MN1202"
"06/30/2014","CCHR","CHR-M-01","NYC Human Rights Community Service Cent","100 Gold St","Manhattan","Bengali","Fair",,"Fair","No","Spanish","Spanish","Other","5 minutes or less","No","10038","40.710353","-74.004007","101","1","1001289","1000940025","1501","MN0101"
"06/30/2014","CLERK","CCK-Q-01","Borough Office","120-55 Queens Blvd.","Queens","Mandarin","Excellent",,"Fair","Yes","None","None","Bilingual staff","5 minutes or less","Yes","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"06/30/2014","DOB","DOB-Q-01","Queens Borough Office","120-55 Queens Boulevard","Queens","Mandarin","Excellent",,"Good","No","None","None","None","N/A","No","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"06/30/2014","DOT","DOT-Q-01","Queens Permit Office","120-55 Queens Blvd.","Queens","Mandarin","Good",,"Fair","Yes",,"One or more languages (specific language not recorded)","Language Line","5-10 minutes","Yes","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"06/30/2014","DPR","DPR-M-04","Pelham Fritz Recreation Center","18 Mount Morris Park W","Manhattan","Hindi","N/A",,"Fair","Yes",,"None","Language Line","5-10 minutes","Yes","10027","40.804822","-73.945457","111","9","1083967","1017190001","198","MN1102"
"06/30/2014","DPR","DPR-M-20","Jackie Robinson Recreation Center","85 Bradhurst Ave.","Manhattan","Bengali","N/A",,"Poor","Yes",,"None","None","N/A","No","10039","40.824198","-73.942229","110","9","1084164","1020520001","231","MN0903"
"06/30/2014","ENDGBDV","MYR-Q-02","NYC Family Justice Center","126-02 82nd Ave.","Queens","Mandarin","Excellent",,"Excellent","Yes",,"One or more languages (specific language not recorded)","Language Line","5 minutes or less","Yes","11415","40.713732","-73.826122","409","29","4458616","4096570001","21601","QN0901"
"07/16/2018","DOF","DOF-K-01","Brooklyn Business Center","210 Joralemon, Floor 1","Brooklyn","Chinese","Fair","Poor","Good","No",,,"Other","N/A","Yes",,,,,,,,,
"06/30/2014","HPD","HPD-Q-01","Code Enforcement Services","120-55 Queens Blvd.","Queens","Cantonese","Good",,"Fair","Yes",,"None","Language Line","5 minutes or less","No","11415","40.713329","-73.828601","409","29","4052812","4022740002","21601","QN0901"
"06/30/2014","HRA","HRA-M-11","St. Nicholas Food Stamps","132 West 125 St.","Manhattan","French","N/A",,"Fair","Yes",,"At least the 6 designated citywide languages or more","None","N/A","No","10027","40.808451","-73.947112","110","9","1057820","1019090012","222","MN1001"
"06/30/2014","HRA","HRA-M-12","St.Nicholas Job Center","132 W 12th St. Floor 2","Manhattan","Bengali","N/A",,"Good","Yes",,"None","Other","5 minutes or less","Yes","10011","40.73648","-73.998885","102","3","1088864","1006077502","71","MN0203"
"06/30/2014","HRA","HRA-Q-18","Queens Job Center","32-20 Northern Blvd.","Queens","Mandarin","Excellent",,"Excellent","Yes",,"One or more languages (specific language not recorded)","Language Line","5 minutes or less","Yes","11101","40.75197","-73.931799","401","26","4003105","4002147501","17102","QN0161"
"06/30/2014","SBS","SBS-M-02","Workforce1 Career Center","215 W 125th St.","Manhattan","Bengali","N/A",,"Good","Yes",,"None","Other","5 minutes or less","No","10027","40.809259","-73.948979","110","9","1058659","1019310021","222","MN1001"
"06/30/2014","SBS","SBS-M-03","NYC Business Solution Center","361 West 125th Street","Manhattan","French","N/A",,"Excellent","Yes",,"None","Bilingual staff","5 minutes or less","Yes","10027","40.810952","-73.953005","109","9","1059308","1019520009","20901","MN0901"
"07/01/2014","DOE","DOE-M-01","Student Enrollment","333 7th Ave.","Manhattan","Cantonese","Excellent",,"Excellent","No",,"One or more languages (specific language not recorded)","Language Line","5 minutes or less","Yes","10001","40.747629","-73.99306","105","3","1015097","1008040001","95","MN0501"
"07/01/2014","DOHMH","DOH-M-11","STD Services","303 9th Ave Floor 2","Manhattan","Bengali","Excellent",,"Poor","Yes",,"One or more languages (specific language not recorded)","None","5 minutes or less","Yes","10001","40.749356","-73.999257","104","3","1012830","1007240082","97","MN0401"
"07/01/2014","HRA","HRA-Q-15","East River Job Center","32-20 Northern Blvd.","Queens","Bengali","Good",,"Poor","Yes",,"One or more languages (specific language not recorded)","None","5 minutes or less","Yes","11101","40.75197","-73.931799","401","26","4003105","4002147501","17102","QN0161"
"07/02/2014","CLERK","CCK-S-01","Borough Office","10 Richmond Terrace","Staten Island","Bengali","Good",,"Fair","Yes","Some","One or more languages (specific language not recorded)","Language Line","5 minutes or less","Yes","10301","40.642367","-74.075274","501","49","5000063","5000070001","3","SI0101"
"07/02/2014","DOB","DOB-S-01","Staten Island Borough Office","10 Richmond Terrace","Staten Island","Spanish","N/A",,"Poor","Yes","None","One or more languages (specific language not recorded)","Bilingual staff","5 minutes or less","No","10301","40.642367","-74.075274","501","49","5000063","5000070001","3","SI0101"
"07/02/2014","DOE","DOE-S-01","District Office","715 Ocean Terrace","Staten Island","Cantonese","Excellent",,"Excellent","Yes",,"One or more languages (specific language not recorded)","Bilingual staff","5-10 minutes","Yes","10301","40.608756","-74.102344","502","50","5113169","5006830001","17701","SI0203"
"07/02/2014","DOT","DOT-S-01","Staten Island Permit Office","10 Richmond Terrace","Staten Island","Mandarin","Excellent",,"Excellent","Yes",,"None","Language Line","5 minutes or less","Yes","10301","40.642367","-74.075274","501","49","5000063","5000070001","3","SI0101"
"07/02/2014","DPR","DPR-S-02","Greenbelt Recreation Center","501 Brielle Ave.","Staten Island","Bengali","N/A",,"Excellent","Yes",,"None","Language Line","5-10 minutes","Yes","10314","40.592224","-74.13628","502","50","5107273","5019550001","27302","SI0203"
"07/02/2014","DPR","DPR-S-03","Staten Island Permit Office at Greenbelt Recreation Center","501 Brielle Ave.","Staten Island","Spanish","N/A",,"Excellent","Yes",,"One or more languages (specific language not recorded)","Bilingual staff","5 minutes or less","Yes","10314","40.592224","-74.13628","502","50","5107273","5019550001","27302","SI0203"
"07/02/2014","DPR","DPR-S-11","Lyons Pool Recreation Center","Hannah St. and Murray","Staten Island","Bengali","Excellent",,"Poor","Yes",,"None","None","5 minutes or less","Yes",,,,,,,,,
"07/02/2014","HRA","HRA-S-04","Richmond Snap Center","201 Bay St. Fl. 1","Staten Island","Bengali","Excellent",,"Poor","Yes",,"One or more languages (specific language not recorded)","Language Line","5 minutes or less","Yes","10301","40.636992","-74.076212","501","49","5013238","5004970009","21","SI0102"
